user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,hesitant_users,hesitation_score
1.0,56.0,Female,Desktop,12.9,8.0,13.0,1.0,1.0,1.0,0.0,6.97,28.18,1.0,0,1.0483079693787738
2.0,46.0,Male,Mobile,15.63,9.0,4.0,6.0,1.0,1.0,1.0,19.17,86.73,1.0,0,0.4731970845598559
3.0,32.0,Female,Mobile,11.64,12.0,11.0,0.0,0.0,0.0,1.0,8.87,83.09,1.0,0,0.49034279196483976
4.0,25.0,Female,Mobile,22.71,5.0,10.0,1.0,0.0,0.0,1.0,14.305,79.03,1.0,0,0.4182810429656987
5.0,38.0,Female,Mobile,26.35,9.0,12.0,4.0,1.0,0.0,0.0,18.15,55.35,1.0,0,1.2481747701879096
6.0,56.0,Female,Desktop,26.6,1.0,12.0,7.0,1.0,1.0,0.0,28.4,13.9,1.0,0,0.5272781002976843
7.0,36.0,Male,Mobile,7.6,11.0,11.0,6.0,1.0,1.0,1.0,4.51,13.12,1.0,0,1.7575216015500321
8.0,40.0,Female,Mobile,26.98,7.0,5.0,2.0,1.0,0.0,0.0,33.34,12.61,1.0,0,4.1242974864417175
9.0,28.0,Female,Mobile,10.9,14.0,7.0,9.0,0.0,0.0,1.0,13.8,85.46,1.0,0,0.521251931731675
10.0,28.0,Female,Mobile,9.97,3.0,14.0,8.0,0.0,0.0,0.0,14.12,14.16,1.0,0,0.5831225410150787
11.0,41.0,Female,Tablet,22.08,11.0,14.0,4.0,1.0,1.0,0.0,23.43,80.85,1.0,0,0.8789513870829468
12.0,53.0,Female,Mobile,9.84,17.0,6.0,2.0,1.0,0.0,0.0,5.97,84.47,1.0,0,0.5784290236326642
13.0,57.0,Male,Desktop,2.54,18.0,6.0,6.0,0.0,0.0,1.0,3.37,10.5,1.0,0,1.178900023773085
14.0,41.0,Male,Desktop,11.83,19.0,0.0,3.0,1.0,1.0,1.0,9.63,90.2,1.0,0,0.7293758185783403
15.0,20.0,Female,Desktop,21.92,18.0,2.0,0.0,1.0,0.0,0.0,30.68,89.75,1.0,0,1.289600035549801
16.0,39.0,Male,Mobile,10.48,6.0,2.0,4.0,0.0,1.0,0.0,15.49,63.82,1.0,0,0.2847769583879031
17.0,39.0,Male,Desktop,19.26,15.0,6.0,7.0,0.0,0.0,0.0,12.18,51.3,1.0,0,1.6394846858540641
18.0,41.0,Female,Mobile,20.14,7.0,11.0,3.0,1.0,0.0,0.0,11.74,64.73,1.0,0,0.6342546416595626
19.0,47.0,Female,Desktop,22.28,5.0,13.0,6.0,1.0,0.0,1.0,31.14,40.48,1.0,0,0.7951349402449838
20.0,55.0,Female,Mobile,27.02,5.0,1.0,7.0,1.0,0.0,0.0,37.8,58.87,1.0,0,0.6674902332704309
21.0,19.0,Male,Mobile,15.76,7.0,9.0,8.0,0.0,0.0,0.0,14.69,96.95,1.0,0,0.33124985965320636
22.0,38.0,Female,Mobile,5.83,12.0,6.0,8.0,1.0,1.0,0.0,8.09,11.33,1.0,0,1.6841272668370377
23.0,50.0,Male,Desktop,10.25,8.0,8.0,4.0,0.0,0.0,0.0,14.66,23.38,1.0,0,0.9967663674569391
24.0,29.0,Male,Mobile,13.53,18.0,0.0,5.0,1.0,0.0,1.0,14.28,52.41,1.0,0,1.3526827706721365
25.0,39.0,Male,Mobile,21.7,18.0,11.0,6.0,1.0,0.0,1.0,25.75,25.86,1.0,0,4.322278038144625
26.0,42.0,Female,Mobile,1.38,17.0,13.0,9.0,0.0,0.0,1.0,1.54,99.28,1.0,0,0.06578861622144122
27.0,39.0,Male,Tablet,10.16,11.0,1.0,1.0,0.0,1.0,1.0,6.85,72.03,1.0,0,0.45144706032232607
28.0,59.0,Female,Desktop,23.62,15.0,10.0,8.0,1.0,0.0,0.0,22.11,43.4,1.0,0,2.3700633463693483
29.0,45.0,Female,Mobile,20.45,6.0,5.0,0.0,0.0,1.0,1.0,24.16,90.27,1.0,0,0.3961241521499158
30.0,33.0,Female,Desktop,22.22,12.0,1.0,5.0,1.0,1.0,1.0,24.67,14.44,1.0,0,5.1336337686010625
31.0,32.0,Female,Mobile,24.54,7.0,13.0,5.0,0.0,1.0,0.0,17.55,28.79,1.0,0,1.7116147067927836
32.0,20.0,Female,Mobile,23.71,8.0,11.0,6.0,0.0,1.0,1.0,33.43,95.59,1.0,0,0.5803883980769936
33.0,54.0,Male,Tablet,20.78,10.0,1.0,1.0,1.0,0.0,1.0,26.68,55.7,1.0,0,1.0864560050363836
34.0,24.0,Male,Mobile,13.75,3.0,4.0,5.0,0.0,1.0,1.0,7.82,92.07,1.0,0,0.12804379062152327
35.0,38.0,Male,Mobile,29.52,3.0,6.0,5.0,1.0,0.0,1.0,24.92,98.42,1.0,0,0.2611848489290522
36.0,26.0,Male,Mobile,17.5,10.0,3.0,8.0,1.0,1.0,1.0,26.17,36.02,1.0,0,1.4024685782753186
37.0,56.0,Male,Mobile,6.88,15.0,12.0,7.0,0.0,1.0,1.0,6.12,57.65,1.0,0,0.5196492972423469
38.0,35.0,Female,Mobile,9.49,13.0,5.0,4.0,1.0,1.0,0.0,11.04,84.67,1.0,0,0.42459306416506154
39.0,21.0,Male,Mobile,21.11,19.0,11.0,6.0,1.0,1.0,0.0,12.68,27.27,1.0,0,4.216896524765483
40.0,42.0,Male,Mobile,27.82,8.0,2.0,6.0,0.0,1.0,0.0,22.56,44.68,1.0,0,1.4455982124749205
41.0,31.0,Male,Mobile,6.18,18.0,3.0,4.0,1.0,0.0,0.0,8.54,15.33,1.0,0,2.022678989388412
42.0,26.0,Male,Mobile,3.39,5.0,3.0,6.0,1.0,0.0,1.0,3.43,65.25,1.0,0,0.072304814551592
43.0,43.0,Female,Mobile,26.56,7.0,14.0,2.0,1.0,0.0,1.0,35.19,0.42,1.0,0,38.9461154081098
44.0,19.0,Female,Mobile,27.54,5.0,3.0,6.0,1.0,1.0,1.0,14.305,44.93,1.0,0,0.8880726964415581
45.0,37.0,Female,Desktop,9.02,19.0,11.0,5.0,0.0,1.0,1.0,10.52,92.91,1.0,0,0.5390895088520057
46.0,45.0,Male,Mobile,11.94,17.0,7.0,5.0,1.0,0.0,1.0,9.55,89.73,1.0,0,0.6617283118076901
47.0,24.0,Male,Desktop,20.15,19.0,12.0,1.0,0.0,1.0,0.0,27.42,80.38,1.0,1,1.3957151174372673
48.0,25.0,Male,Desktop,10.57,4.0,3.0,1.0,1.0,1.0,0.0,15.26,14.12,1.0,0,0.8280563035597617
49.0,52.0,Male,Desktop,26.44,7.0,3.0,6.0,1.0,1.0,0.0,31.4,52.03,1.0,0,1.0344542681412792
50.0,31.0,Female,Mobile,4.12,6.0,5.0,0.0,1.0,0.0,1.0,2.66,71.91,1.0,0,0.0970555085811925
51.0,34.0,Male,Mobile,2.1,14.0,8.0,8.0,1.0,0.0,0.0,2.03,10.12,1.0,0,0.7827158045036
52.0,53.0,Male,Mobile,7.05,19.0,9.0,2.0,0.0,1.0,1.0,6.8,14.7,1.0,0,2.5343114140647693
53.0,57.0,Male,Desktop,9.3,11.0,5.0,5.0,1.0,0.0,0.0,12.37,4.01,1.0,0,6.07063979189165
54.0,21.0,Female,Mobile,4.27,7.0,5.0,2.0,1.0,1.0,0.0,4.1,32.31,1.0,0,0.2631368684822867
55.0,19.0,Female,Desktop,2.91,3.0,6.0,8.0,0.0,0.0,1.0,2.42,87.73,1.0,0,0.02546221648506991
56.0,23.0,Male,Desktop,15.76,17.0,6.0,9.0,1.0,0.0,0.0,25.46,50.75,1.0,0,1.5363449980683597
57.0,59.0,Female,Mobile,5.76,11.0,0.0,6.0,1.0,0.0,1.0,6.61,85.33,1.0,0,0.21452734551862118
58.0,21.0,Female,Mobile,27.5,15.0,7.0,0.0,1.0,0.0,0.0,36.02,8.37,1.0,0,13.092630970526287
59.0,46.0,Female,Desktop,11.67,7.0,0.0,3.0,1.0,1.0,1.0,16.34,5.61,1.0,0,3.6727072727870658
60.0,35.0,Female,Mobile,20.45,15.0,14.0,4.0,0.0,0.0,0.0,28.42,80.39,1.0,1,1.117391002836337
61.0,43.0,Female,Mobile,7.54,17.0,8.0,6.0,0.0,0.0,1.0,8.5,49.78,1.0,0,0.7471176209784537
62.0,51.0,Male,Desktop,7.97,11.0,13.0,6.0,0.0,1.0,0.0,8.16,47.09,1.0,0,0.5385246876135685
63.0,27.0,Male,Mobile,17.67,12.0,13.0,4.0,0.0,1.0,1.0,22.99,47.56,1.0,0,1.2951893040615832
64.0,53.0,Male,Tablet,15.76,13.0,14.0,0.0,1.0,0.0,0.0,13.93,38.11,1.0,0,1.554598789846883
65.0,31.0,Female,Desktop,23.29,11.0,3.0,4.0,1.0,1.0,1.0,29.3,88.64,1.0,0,0.8464086718139845
66.0,48.0,Female,Desktop,22.98,11.0,8.0,4.0,0.0,0.0,1.0,23.12,52.1,1.0,0,1.4123682142525007
67.0,32.0,Female,Mobile,20.45,9.0,7.0,3.0,1.0,0.0,0.0,12.75,97.39,1.0,0,0.5526781943372022
68.0,25.0,Female,Mobile,14.02,11.0,8.0,5.0,1.0,1.0,1.0,17.57,84.65,1.0,0,0.5318441989597735
69.0,31.0,Male,Mobile,26.83,4.0,14.0,7.0,0.0,0.0,1.0,30.81,73.76,1.0,0,0.4232443512219427
70.0,40.0,Male,Mobile,19.05,2.0,13.0,9.0,0.0,1.0,1.0,11.1,63.62,1.0,0,0.17159179436519423
71.0,57.0,Male,Mobile,29.72,4.0,5.0,4.0,0.0,1.0,1.0,28.24,83.52,1.0,0,0.4146183951826793
72.0,38.0,Male,Mobile,24.76,14.0,8.0,7.0,1.0,0.0,1.0,24.43,88.17,1.0,0,1.1526479067703201
73.0,33.0,Male,Mobile,2.28,5.0,3.0,4.0,1.0,1.0,0.0,2.63,13.32,1.0,0,0.23301959995922086
74.0,35.0,Male,Mobile,10.3,17.0,2.0,2.0,1.0,1.0,0.0,12.14,35.97,1.0,0,1.4051751658184168
75.0,41.0,Female,Desktop,17.58,12.0,2.0,7.0,1.0,0.0,0.0,12.14,80.54,1.0,0,0.7658517026832329
76.0,43.0,Female,Mobile,21.92,6.0,7.0,3.0,1.0,0.0,1.0,11.7,22.13,1.0,0,1.687743520696654
77.0,42.0,Male,Mobile,16.96,12.0,1.0,2.0,1.0,0.0,1.0,21.95,58.62,1.0,0,1.0117023134775878
78.0,58.0,Female,Desktop,23.8,15.0,11.0,2.0,0.0,0.0,1.0,35.26,78.05,1.0,1,1.3396851737603546
79.0,46.0,Male,Tablet,15.76,19.0,5.0,5.0,1.0,1.0,1.0,13.25,22.39,1.0,0,3.804644352220739
80.0,32.0,Male,Mobile,6.33,10.0,8.0,7.0,0.0,0.0,1.0,6.34,40.2,1.0,0,0.45325512007894686
81.0,18.0,Female,Mobile,2.56,2.0,14.0,9.0,0.0,0.0,0.0,2.63,91.51,1.0,0,0.012657458450371903
82.0,42.0,Male,Mobile,17.63,12.0,8.0,4.0,1.0,1.0,1.0,25.22,35.6,1.0,0,1.7157686201043318
83.0,24.0,Male,Tablet,20.97,12.0,7.0,0.0,0.0,0.0,0.0,21.9,60.47,1.0,0,1.2140190484260425
84.0,26.0,Male,Desktop,10.46,7.0,7.0,0.0,0.0,0.0,0.0,8.13,43.38,1.0,0,0.4870004756968559
85.0,41.0,Female,Desktop,18.79,1.0,0.0,2.0,0.0,1.0,1.0,22.13,87.7,1.0,0,0.05921196941671974
86.0,18.0,Female,Mobile,2.51,18.0,10.0,5.0,0.0,1.0,1.0,2.45,42.41,1.0,0,0.3058102371217912
87.0,25.0,Male,Mobile,3.88,3.0,6.0,1.0,1.0,0.0,0.0,14.305,49.315,1.0,0,0.06501443094362193
88.0,41.0,Female,Mobile,21.35,5.0,13.0,0.0,0.0,0.0,0.0,27.4,17.33,1.0,0,1.7286969166792459
89.0,28.0,Male,Desktop,11.67,15.0,14.0,6.0,1.0,1.0,1.0,16.76,34.92,1.0,0,1.445947910843141
90.0,34.0,Female,Desktop,20.47,10.0,0.0,1.0,0.0,0.0,1.0,13.06,66.96,1.0,0,0.8922450860320162
91.0,25.0,Female,Tablet,25.12,19.0,8.0,7.0,1.0,1.0,0.0,25.66,17.58,1.0,0,7.638005054342492
92.0,52.0,Female,Mobile,25.73,1.0,2.0,1.0,0.0,1.0,0.0,33.09,70.54,1.0,0,0.1031869626743802
93.0,52.0,Male,Mobile,5.99,7.0,0.0,0.0,1.0,0.0,0.0,5.6,1.06,1.0,0,6.051364755414115
94.0,50.0,Female,Mobile,15.1,18.0,7.0,9.0,1.0,1.0,0.0,17.02,36.7,1.0,0,2.140944169998005
95.0,22.0,Female,Desktop,22.28,2.0,6.0,1.0,1.0,0.0,0.0,29.34,46.59,1.0,0,0.2747397859881672
96.0,59.0,Male,Desktop,23.45,19.0,1.0,1.0,0.0,1.0,1.0,22.83,9.61,1.0,1,12.488708364355958
97.0,56.0,Male,Mobile,23.76,10.0,13.0,6.0,0.0,1.0,1.0,21.58,68.41,1.0,0,1.0145338851933343
98.0,58.0,Male,Mobile,7.62,15.0,6.0,0.0,0.0,0.0,1.0,5.19,10.28,1.0,0,3.010628168086262
99.0,45.0,Male,Mobile,6.58,10.0,4.0,2.0,1.0,0.0,0.0,8.72,9.0,1.0,0,1.9536611432752666
100.0,24.0,Female,Mobile,18.11,10.0,14.0,4.0,1.0,1.0,1.0,23.47,36.79,1.0,0,1.4218345993168464
101.0,26.0,Male,Desktop,22.49,12.0,6.0,6.0,1.0,0.0,1.0,27.96,73.83,1.0,0,1.0691041214580985
102.0,25.0,Female,Mobile,10.26,8.0,9.0,5.0,0.0,1.0,1.0,9.17,96.37,1.0,0,0.24696603420658325
103.0,29.0,Female,Desktop,4.04,14.0,7.0,7.0,0.0,0.0,0.0,4.38,77.6,1.0,0,0.21026283864898684
104.0,51.0,Female,Mobile,21.79,2.0,6.0,0.0,1.0,0.0,1.0,13.6,46.6,1.0,0,0.2685565235413655
105.0,50.0,Female,Desktop,9.69,17.0,1.0,6.0,0.0,0.0,1.0,7.94,27.26,1.0,0,1.7302738703204399
106.0,40.0,Female,Mobile,5.82,6.0,1.0,8.0,1.0,0.0,1.0,5.44,30.14,1.0,0,0.32979168274993265
107.0,41.0,Male,Desktop,5.28,8.0,14.0,6.0,0.0,1.0,1.0,2.87,28.37,1.0,0,0.4240401981323254
108.0,54.0,Female,Mobile,10.13,1.0,6.0,5.0,1.0,0.0,0.0,6.11,27.83,1.0,0,0.10072113829807083
109.0,52.0,Female,Mobile,18.19,3.0,2.0,8.0,1.0,0.0,0.0,24.19,6.91,1.0,0,2.04851868586942
110.0,57.0,Female,Mobile,11.39,15.0,3.0,3.0,1.0,0.0,0.0,16.76,22.04,1.0,0,2.2021717274963613
111.0,39.0,Male,Mobile,1.6,17.0,14.0,9.0,0.0,0.0,1.0,1.32,10.79,1.0,0,0.6825085940001663
112.0,39.0,Female,Mobile,3.81,7.0,13.0,5.0,0.0,0.0,0.0,2.31,0.74,1.0,0,4.555959351951918
113.0,52.0,Female,Mobile,9.42,14.0,6.0,5.0,1.0,0.0,1.0,13.52,28.56,1.0,0,1.3234141915436903
114.0,18.0,Male,Tablet,20.13,3.0,13.0,9.0,0.0,0.0,1.0,28.47,35.22,1.0,0,0.4921971691368753
115.0,52.0,Female,Mobile,3.86,18.0,1.0,2.0,0.0,1.0,1.0,4.46,92.74,1.0,0,0.216690410504061
116.0,54.0,Female,Desktop,17.26,5.0,7.0,6.0,1.0,1.0,1.0,14.47,99.48,1.0,0,0.25169825073502583
117.0,31.0,Male,Tablet,15.76,15.0,1.0,0.0,0.0,0.0,0.0,2.74,57.94,1.0,0,1.189373468399382
119.0,18.0,Female,Desktop,5.99,3.0,10.0,7.0,0.0,0.0,1.0,8.51,61.82,1.0,0,0.08129082532149706
120.0,22.0,Female,Mobile,2.95,18.0,0.0,7.0,0.0,1.0,0.0,3.67,49.76,1.0,0,0.3073944404397209
121.0,43.0,Female,Mobile,20.47,3.0,11.0,5.0,1.0,0.0,0.0,29.35,4.27,1.0,0,3.4627416632383023
122.0,31.0,Female,Mobile,14.44,8.0,11.0,3.0,0.0,0.0,0.0,9.24,4.46,1.0,0,6.290288993555356
123.0,56.0,Male,Tablet,25.1,19.0,2.0,5.0,0.0,0.0,1.0,15.29,3.08,1.0,1,34.768698920107994
124.0,44.0,Male,Mobile,3.87,18.0,9.0,5.0,0.0,1.0,0.0,2.68,15.01,1.0,0,1.2905704432415732
125.0,26.0,Male,Mobile,5.2,15.0,3.0,1.0,1.0,0.0,0.0,3.72,7.69,1.0,0,2.6663920772324468
126.0,32.0,Female,Mobile,9.89,14.0,4.0,5.0,1.0,0.0,0.0,13.13,19.47,1.0,0,2.008412227321946
127.0,32.0,Female,Desktop,23.21,16.0,14.0,7.0,1.0,0.0,0.0,33.0,51.92,1.0,0,2.083777666486111
128.0,43.0,Female,Mobile,9.87,3.0,2.0,3.0,0.0,0.0,1.0,7.06,50.32,1.0,0,0.16783372332618082
129.0,59.0,Male,Desktop,12.84,15.0,8.0,4.0,1.0,0.0,1.0,12.36,34.42,1.0,0,1.613813084442488
130.0,30.0,Female,Desktop,9.75,19.0,4.0,7.0,0.0,1.0,0.0,9.31,66.6,1.0,0,0.8114232731855244
131.0,49.0,Female,Desktop,3.33,8.0,6.0,2.0,1.0,1.0,1.0,2.26,39.19,1.0,0,0.19338297128509624
132.0,56.0,Female,Tablet,28.24,2.0,14.0,5.0,1.0,1.0,1.0,38.22,22.02,1.0,0,0.7260842215131207
133.0,49.0,Male,Desktop,16.91,17.0,13.0,0.0,0.0,0.0,0.0,17.29,69.22,1.0,0,1.214061785671263
134.0,21.0,Male,Mobile,23.85,12.0,10.0,3.0,1.0,0.0,0.0,25.43,98.02,1.0,0,0.8560287301943516
135.0,47.0,Female,Mobile,20.09,10.0,12.0,5.0,1.0,0.0,1.0,15.24,81.07,1.0,0,0.7244158044084729
136.0,54.0,Female,Mobile,15.91,11.0,6.0,2.0,1.0,1.0,0.0,16.85,41.41,1.0,0,1.223811397540904
137.0,40.0,Female,Mobile,3.6,18.0,10.0,0.0,1.0,0.0,1.0,14.305,37.57,1.0,0,0.49599053630394335
138.0,56.0,Male,Mobile,19.64,13.0,8.0,5.0,1.0,1.0,1.0,15.81,3.86,1.0,0,15.624696535898416
139.0,32.0,Male,Mobile,5.51,14.0,1.0,2.0,0.0,0.0,1.0,3.38,65.71,1.0,0,0.34019217273217434
140.0,46.0,Male,Mobile,13.02,12.0,2.0,7.0,0.0,0.0,1.0,14.11,22.26,1.0,0,1.9944499383961662
141.0,53.0,Female,Tablet,19.24,15.0,3.0,6.0,1.0,1.0,1.0,21.85,68.35,1.0,0,1.2341873356521114
142.0,30.0,Male,Mobile,23.68,8.0,7.0,6.0,0.0,0.0,1.0,16.62,76.02,1.0,0,0.7278995496836801
143.0,49.0,Female,Tablet,20.87,2.0,0.0,7.0,0.0,0.0,0.0,15.62,87.98,1.0,0,0.13574258875682266
144.0,24.0,Female,Mobile,20.47,8.0,8.0,6.0,1.0,1.0,0.0,13.37,54.83,1.0,0,0.8687804917766153
145.0,39.0,Male,Desktop,5.32,5.0,4.0,4.0,1.0,1.0,1.0,7.56,83.0,1.0,0,0.09039729789264055
146.0,45.0,Female,Desktop,11.04,2.0,3.0,9.0,0.0,1.0,0.0,7.87,72.32,1.0,0,0.08577999210342963
147.0,19.0,Male,Mobile,2.24,10.0,12.0,7.0,1.0,0.0,0.0,1.14,35.3,1.0,0,0.1797664991729837
148.0,59.0,Female,Mobile,21.86,10.0,7.0,7.0,0.0,0.0,1.0,29.3,10.64,1.0,0,5.583030005388973
149.0,23.0,Female,Mobile,28.62,4.0,13.0,7.0,0.0,1.0,1.0,37.3,24.22,1.0,0,1.3465647308934876
150.0,45.0,Male,Mobile,8.66,4.0,8.0,9.0,1.0,1.0,1.0,8.28,84.46,1.0,0,0.11677527216821251
151.0,45.0,Female,Tablet,3.54,8.0,2.0,5.0,1.0,0.0,1.0,4.59,53.44,1.0,0,0.15094764060331647
152.0,37.0,Female,Desktop,14.79,6.0,13.0,1.0,0.0,0.0,1.0,14.04,66.56,1.0,0,0.3869425648072684
153.0,47.0,Female,Mobile,25.84,15.0,3.0,7.0,0.0,0.0,1.0,18.72,80.61,1.0,1,1.409085732208921
154.0,28.0,Female,Mobile,17.01,18.0,0.0,9.0,1.0,0.0,1.0,15.75,66.7,1.0,0,1.3416101183783902
155.0,45.0,Male,Mobile,2.36,8.0,14.0,0.0,1.0,0.0,0.0,2.33,85.61,1.0,0,0.061041824383799334
156.0,42.0,Female,Mobile,29.25,7.0,11.0,8.0,1.0,1.0,0.0,14.89,8.64,1.0,0,6.314717899310936
157.0,56.0,Female,Desktop,25.03,17.0,13.0,8.0,1.0,0.0,1.0,15.35,90.36,1.0,0,1.3817438851135948
158.0,50.0,Female,Mobile,4.82,19.0,2.0,5.0,1.0,0.0,0.0,6.63,81.26,1.0,0,0.32738560671763367
159.0,18.0,Male,Mobile,27.73,2.0,9.0,9.0,1.0,1.0,1.0,24.75,90.3,1.0,0,0.17690112381056503
160.0,44.0,Male,Mobile,14.07,12.0,4.0,5.0,0.0,1.0,1.0,11.7,73.09,1.0,0,0.6741224736828467
161.0,30.0,Female,Mobile,11.79,19.0,14.0,5.0,0.0,0.0,0.0,16.37,27.44,1.0,0,2.339378261219518
162.0,58.0,Female,Desktop,14.37,5.0,12.0,3.0,1.0,0.0,1.0,9.41,11.39,1.0,0,1.7213327111370629
163.0,20.0,Male,Mobile,25.2,12.0,7.0,0.0,0.0,0.0,0.0,18.07,12.96,1.0,0,6.4403363597513295
164.0,56.0,Female,Tablet,20.12,17.0,13.0,0.0,0.0,1.0,1.0,26.72,49.89,1.0,1,1.9956554691155222
165.0,23.0,Male,Mobile,15.76,5.0,0.0,0.0,0.0,0.0,1.0,2.12,39.09,1.0,0,0.5809277686032766
166.0,25.0,Male,Mobile,28.77,2.0,0.0,4.0,0.0,0.0,0.0,32.6,65.42,1.0,0,0.2539079709461241
167.0,44.0,Male,Mobile,5.29,4.0,2.0,6.0,0.0,0.0,1.0,6.56,50.33,1.0,0,0.11882755894189005
168.0,26.0,Female,Desktop,22.62,6.0,8.0,0.0,0.0,1.0,1.0,16.35,12.53,1.0,0,2.980303297684814
169.0,54.0,Female,Tablet,19.45,9.0,8.0,0.0,0.0,0.0,1.0,14.65,0.22,1.0,0,42.68078308061136
170.0,50.0,Female,Desktop,6.44,10.0,0.0,5.0,0.0,0.0,1.0,6.54,12.83,1.0,0,1.3814568063055006
171.0,59.0,Male,Mobile,5.95,11.0,3.0,1.0,1.0,0.0,0.0,7.69,14.67,1.0,0,1.2387303458471433
172.0,41.0,Male,Tablet,26.24,2.0,11.0,1.0,1.0,0.0,0.0,27.67,71.99,1.0,0,0.21008723999708848
173.0,32.0,Male,Mobile,13.17,9.0,7.0,6.0,1.0,1.0,0.0,7.47,28.53,1.0,0,1.190273572213334
174.0,49.0,Female,Desktop,19.98,17.0,1.0,8.0,1.0,0.0,0.0,17.0,9.36,1.0,0,9.749535539922169
